"";"gcm";"rcp";"ssp";"variable";"start";"end";"folder";"file";"split"
"1";"";"";"";"CountryMask";NA;NA;"/p/projects/isimip/isimip/ISIMIP3b/InputData/geo_conditions/countrymasks";"countrymasks.nc";NA
"2";"";NA;"5";"pop";2015;2100;"/p/tmp/volkholz/isimip/population_gdp_litpop/hires/final";"population_ssp5_30arcmin_annual_2015_2100.nc";NA
"3";"MRI-ESM2-0";"3.4";"5";"tas";2041;2050;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2041_2050.nc";TRUE
"4";"MRI-ESM2-0";"3.4";"5";"tas";2051;2060;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2051_2060.nc";TRUE
"5";"MRI-ESM2-0";"3.4";"5";"tas";2061;2070;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2061_2070.nc";TRUE
"6";"MRI-ESM2-0";"3.4";"5";"tas";2071;2080;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2071_2080.nc";TRUE
"7";"MRI-ESM2-0";"3.4";"5";"tas";2081;2090;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2081_2090.nc";TRUE
"8";"MRI-ESM2-0";"3.4";"5";"tas";2091;2100;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_tas_global_daily_2091_2100.nc";TRUE
"9";"MRI-ESM2-0";"3.4";"5";"rsds";2041;2050;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2041_2050.nc";TRUE
"10";"MRI-ESM2-0";"3.4";"5";"rsds";2051;2060;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2051_2060.nc";TRUE
"11";"MRI-ESM2-0";"3.4";"5";"rsds";2061;2070;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2061_2070.nc";TRUE
"12";"MRI-ESM2-0";"3.4";"5";"rsds";2071;2080;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2071_2080.nc";TRUE
"13";"MRI-ESM2-0";"3.4";"5";"rsds";2081;2090;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2081_2090.nc";TRUE
"14";"MRI-ESM2-0";"3.4";"5";"rsds";2091;2100;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_rsds_global_daily_2091_2100.nc";TRUE
"15";"MRI-ESM2-0";"3.4";"5";"sfcwind";2041;2050;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_sfcwind_global_daily_2041_2050.nc";TRUE
"16";"MRI-ESM2-0";"3.4";"5";"sfcwind";2051;2060;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_sfcwind_global_daily_2051_2060.nc";TRUE
"17";"MRI-ESM2-0";"3.4";"5";"sfcwind";2061;2070;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_sfcwind_global_daily_2061_2070.nc";TRUE
"18";"MRI-ESM2-0";"3.4";"5";"sfcwind";2071;2080;"/p/projects/isimip/isimip/ISIMIP3b/SecondaryInputData/climate/atmosphere/bias-adjusted/global/daily/ssp534-over/MRI-ESM2-0";"mri-esm2-0_r1i1p1f1_w5e5_ssp534-over_sfcwind_global_daily_2071_2080.nc";TRUE
