,gcm,rcp,ssp,variable,start,end,folder,file,split
,MRI-ESM2-0,picontrol,picontrol,huss,1991,2000,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_1991_2000.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2001,2010,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2001_2010.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2011,2020,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2011_2020.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2021,2030,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2021_2030.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2031,2040,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2031_2040.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2041,2050,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2041_2050.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2051,2060,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2051_2060.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2061,2070,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2061_2070.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2071,2080,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2071_2080.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2081,2090,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2081_2090.nc,TRUE
,MRI-ESM2-0,picontrol,picontrol,huss,2091,2100,/p/projects/isimip/isimip/ISIMIP3b/InputData/climate/atmosphere/bias-adjusted/global/daily/picontrol/MRI-ESM2-0,mri-esm2-0_r1i1p1f1_w5e5_picontrol_huss_global_daily_2091_2100.nc,TRUE
